SubscriberID,Region,Plan,OnboardingScore,HasNegativeTicketPreRenewal,Cancelled,TotalSpent,DaysBeforeRenewalLastNegativeTicket,CancellationReason
S-10576,West,Monthly Plus,47.2,True,True,1200.04,12.1,No longer needed
S-15914,Northeast,Monthly Plus,72.4,False,False,346.14,,
S-11979,South,Monthly Plus,73.7,True,False,1322.89,13.6,
S-15285,South,Monthly Essentials,73.9,False,False,235.32,,
S-17348,West,Monthly Essentials,77.0,False,True,900.86,,Shipping issues
S-16088,Northeast,Monthly Essentials,56.9,False,False,740.52,,
S-17098,Midwest,Monthly Plus,88.6,False,False,1166.64,,
S-17940,West,Monthly Plus,78.1,False,False,1394.08,,
S-16777,South,Monthly Essentials,83.5,False,False,181.2,,
S-13809,Northeast,Monthly Plus,45.3,False,False,1066.45,,
S-11782,South,Monthly Essentials,67.1,True,False,550.4,10.3,
S-16645,West,Monthly Essentials,73.3,False,False,426.75,,
S-16890,Midwest,Quarterly Bundle,95.8,False,False,1451.26,,
S-14923,Midwest,Monthly Essentials,48.6,False,False,573.18,,
S-10004,South,Quarterly Bundle,39.3,True,False,2671.89,1.9,
S-18074,Midwest,Monthly Essentials,93.6,False,False,613.32,,
S-13995,South,Monthly Essentials,54.7,False,False,565.62,,
S-14064,Midwest,Monthly Plus,52.1,False,False,714.96,,
S-18265,Midwest,Monthly Plus,87.9,False,True,1237.43,,
S-12501,Midwest,Monthly Essentials,78.5,True,True,817.47,7.8,Shipping issues
S-15402,Northeast,Monthly Essentials,59.4,False,False,752.89,,
S-10979,West,Monthly Essentials,40.4,True,True,356.15,12.9,Support experience
S-11500,South,Quarterly Bundle,73.3,True,True,1708.28,0.8,Price
S-14713,Northeast,Quarterly Bundle,39.3,False,False,3078.53,,
S-14665,Northeast,Monthly Plus,47.7,False,False,1302.9,,
S-13703,Northeast,Monthly Plus,41.4,False,False,940.18,,
S-11196,Midwest,Quarterly Bundle,63.5,True,False,1574.21,6.7,
S-10288,South,Monthly Plus,54.5,True,True,110.7,6.4,Product quality
S-14610,Northeast,Quarterly Bundle,48.5,False,False,1119.98,,
S-12130,Northeast,Monthly Essentials,58.4,True,True,536.06,4.8,No longer needed
S-17572,South,Monthly Plus,91.1,False,False,799.6,,
S-11062,South,Monthly Essentials,35.3,True,False,783.1,12.1,
S-10564,South,Monthly Plus,41.9,True,True,257.57,11.9,Support experience
S-16701,Midwest,Monthly Essentials,80.7,False,False,719.71,,
S-15581,Northeast,Monthly Essentials,63.4,False,False,700.75,,
S-13453,South,Monthly Plus,37.0,False,False,486.68,,
S-18043,Northeast,Quarterly Bundle,88.6,False,False,813.63,,
S-14451,Midwest,Quarterly Bundle,38.2,False,False,904.5,,
S-13639,Midwest,Quarterly Bundle,40.0,False,True,1823.4,,
S-16926,Northeast,Monthly Essentials,77.4,False,False,564.71,,
S-10135,South,Monthly Plus,45.8,True,True,62.93,11.2,Relocation
S-11632,West,Monthly Plus,57.9,True,False,1257.01,6.9,
S-15708,Northeast,Quarterly Bundle,61.5,False,False,852.07,,
S-15585,West,Monthly Plus,67.5,False,False,121.47,,
S-11630,South,Quarterly Bundle,67.1,True,False,142.75,12.7,
S-12902,Northeast,Monthly Plus,96.0,True,False,679.6,4.1,
S-11644,Midwest,Monthly Plus,59.8,True,False,1334.89,10.4,
S-16525,West,Monthly Plus,64.2,False,False,122.8,,
S-11664,West,Monthly Plus,59.8,True,True,921.12,13.4,Product quality
S-10452,Northeast,Quarterly Bundle,44.3,True,True,3051.08,7.9,
S-11345,Northeast,Quarterly Bundle,55.4,True,False,3295.59,9.9,
S-17469,Midwest,Monthly Plus,86.7,False,False,63.19,,
S-16259,Midwest,Quarterly Bundle,69.2,False,False,2746.3,,
S-18158,Northeast,Monthly Essentials,88.6,False,False,494.21,,
S-11935,Midwest,Monthly Plus,71.2,True,True,1223.98,13.4,Paused
S-14560,South,Monthly Essentials,49.2,False,False,319.01,,
S-16567,Midwest,Quarterly Bundle,71.8,False,False,1808.93,,
S-13089,South,Monthly Essentials,95.3,True,False,810.94,8.2,
S-16652,South,Monthly Plus,57.8,False,False,189.87,,
S-13526,West,Monthly Essentials,43.5,False,False,797.2,,
S-12662,Midwest,Quarterly Bundle,95.4,True,False,1421.38,6.9,
S-10087,West,Monthly Plus,54.9,True,True,833.8,10.3,Product quality
S-10385,West,Monthly Essentials,51.3,True,True,424.4,10.1,Relocation
S-14459,Midwest,Quarterly Bundle,49.4,False,False,2859.27,,
S-17253,Midwest,Monthly Essentials,80.9,False,False,826.36,,
S-11410,Midwest,Quarterly Bundle,65.2,True,False,1084.09,11.9,
S-15894,Northeast,Monthly Plus,68.7,False,False,1216.07,,
S-15053,Midwest,Monthly Essentials,65.9,False,False,362.44,,
S-16378,Midwest,Monthly Plus,73.1,False,False,125.94,,
S-15435,South,Quarterly Bundle,57.4,False,False,2796.01,,
S-16245,West,Monthly Essentials,57.1,False,False,427.06,,
S-17352,Midwest,Quarterly Bundle,94.7,False,False,141.32,,
S-15994,Northeast,Monthly Essentials,58.5,False,False,414.62,,
S-11471,South,Monthly Essentials,65.4,True,False,667.22,0.1,
S-14703,West,Monthly Plus,54.4,False,False,121.7,,
S-15706,Midwest,Quarterly Bundle,69.9,False,False,847.14,,
S-14579,Midwest,Monthly Plus,52.2,False,False,792.83,,
S-14261,West,Quarterly Bundle,35.4,False,False,1562.42,,
S-12269,South,Quarterly Bundle,77.1,True,False,1775.58,1.7,
S-15828,West,Quarterly Bundle,68.3,False,True,2628.82,,Product quality
S-13894,West,Monthly Essentials,37.4,False,True,566.87,,
S-17028,West,Monthly Plus,97.6,False,False,1005.67,,
S-14139,South,Monthly Essentials,43.3,False,False,506.67,,
S-14478,Northeast,Monthly Essentials,48.4,False,True,37.37,,Relocation
S-17533,Northeast,Quarterly Bundle,97.0,False,False,1746.53,,
S-10381,South,Quarterly Bundle,46.6,True,False,1233.53,2.4,
S-13623,Midwest,Quarterly Bundle,39.5,False,False,420.77,,
S-12012,West,Quarterly Bundle,62.5,True,False,1774.69,9.4,
S-10675,Midwest,Quarterly Bundle,44.9,True,False,305.59,9.7,
S-16197,Northeast,Monthly Essentials,56.4,False,False,368.71,,
S-18334,Midwest,Monthly Plus,86.1,False,False,1083.07,,
S-13281,Midwest,Monthly Essentials,38.9,False,False,414.7,,
S-11465,Northeast,Quarterly Bundle,55.8,True,False,537.7,5.2,
S-16235,West,Monthly Essentials,66.8,False,False,308.53,,
S-14974,Northeast,Monthly Plus,67.3,False,False,226.31,,
S-12173,Northeast,Monthly Essentials,83.4,True,False,738.94,4.7,
S-15206,West,Monthly Plus,66.2,False,False,1122.32,,
S-12944,West,Quarterly Bundle,98.6,True,False,1765.97,4.8,
S-11473,Midwest,Monthly Plus,63.8,True,False,870.64,0.7,
S-13644,West,Monthly Essentials,51.3,False,False,167.82,,
S-14225,West,Quarterly Bundle,39.2,False,False,2184.76,,
S-11087,West,Monthly Essentials,61.9,True,True,638.17,5.6,Product quality
S-13329,Northeast,Quarterly Bundle,41.2,False,False,2637.13,,
S-14069,South,Monthly Plus,37.0,False,False,804.48,,
S-17540,West,Quarterly Bundle,82.7,False,False,1381.02,,
S-15511,Northeast,Quarterly Bundle,71.4,False,False,415.89,,
S-17064,West,Monthly Plus,93.6,False,False,793.37,,
S-10722,West,Monthly Plus,54.6,True,True,169.85,5.3,Shipping issues
S-15845,West,Monthly Essentials,74.9,False,False,225.25,,
S-10394,Northeast,Quarterly Bundle,37.3,True,True,1602.72,5.0,Support experience
S-14871,Midwest,Monthly Essentials,43.1,False,False,464.36,,
S-14171,Midwest,Monthly Essentials,45.9,False,False,493.24,,
S-13081,Northeast,Monthly Essentials,94.5,True,False,143.18,9.6,
S-16266,Northeast,Monthly Plus,73.8,False,False,451.52,,
S-16070,West,Monthly Essentials,58.4,False,True,109.9,,Paused
S-12488,Midwest,Monthly Essentials,99.6,True,False,971.62,2.2,
S-13858,South,Monthly Essentials,44.1,False,False,973.08,,
S-18243,South,Monthly Plus,87.8,False,False,718.14,,
S-12170,West,Monthly Essentials,84.2,True,False,331.49,11.3,
S-11380,Midwest,Monthly Plus,74.4,True,False,657.73,1.5,
S-15764,West,Monthly Essentials,69.9,False,False,709.68,,
S-13164,Northeast,Quarterly Bundle,99.4,True,True,2766.4,4.7,Paused
S-17303,South,Monthly Plus,84.4,False,False,1509.59,,
S-17738,West,Quarterly Bundle,88.1,False,False,1775.01,,
S-17762,South,Monthly Essentials,83.9,False,False,899.17,,
S-12032,South,Monthly Plus,72.9,True,False,1009.41,9.4,
S-16425,Midwest,Monthly Essentials,62.5,False,False,476.21,,
S-13220,South,Quarterly Bundle,90.7,True,True,1790.49,4.6,Paused
S-10134,Midwest,Monthly Essentials,49.3,True,True,378.8,1.7,Shipping issues
S-16946,South,Quarterly Bundle,77.5,False,False,977.65,,
S-14356,Midwest,Monthly Essentials,44.9,False,False,398.19,,
S-13624,Midwest,Quarterly Bundle,53.4,False,False,481.92,,
S-11430,Midwest,Monthly Essentials,73.0,True,False,253.38,12.7,
S-17061,Midwest,Monthly Essentials,81.7,False,False,596.26,,
S-12038,Northeast,Monthly Plus,59.0,True,False,751.44,7.9,
S-13633,Northeast,Monthly Essentials,47.3,False,False,398.64,,
S-17530,West,Monthly Plus,89.7,False,False,418.93,,
S-10151,Midwest,Monthly Plus,51.1,True,True,819.14,11.6,Price
S-14407,Northeast,Monthly Plus,41.4,False,False,243.09,,
S-15013,South,Monthly Plus,61.4,False,False,1026.31,,
S-16289,Northeast,Quarterly Bundle,62.1,False,False,2130.91,,
S-12309,Northeast,Quarterly Bundle,77.5,True,False,2798.35,2.1,
S-12510,Midwest,Quarterly Bundle,85.8,True,False,2699.26,10.9,
S-10032,Northeast,Monthly Plus,41.7,True,True,952.79,1.3,Relocation
S-11642,Midwest,Monthly Plus,56.7,True,True,718.79,4.8,
S-15406,West,Monthly Essentials,73.2,False,False,778.19,,
S-16608,Midwest,Quarterly Bundle,66.9,False,False,1904.88,,
S-13654,Northeast,Monthly Essentials,51.5,False,True,79.2,,Shipping issues
S-17057,Northeast,Monthly Essentials,77.6,False,False,529.46,,
S-16643,Midwest,Monthly Plus,71.9,False,False,607.04,,
S-16384,South,Quarterly Bundle,58.8,False,False,749.89,,
S-10732,Midwest,Monthly Plus,35.3,True,True,288.99,7.2,Paused
S-10561,Midwest,Quarterly Bundle,45.2,True,True,542.54,4.8,No longer needed
S-11118,South,Monthly Essentials,69.9,True,False,420.55,11.7,
S-14212,Midwest,Monthly Plus,48.1,False,False,313.47,,
S-10935,South,Monthly Plus,47.0,True,True,127.02,5.8,Shipping issues
S-13070,West,Monthly Plus,76.2,True,False,321.92,10.2,
S-12241,West,Monthly Plus,97.2,True,False,165.35,12.8,
S-14428,South,Monthly Essentials,35.8,False,False,441.48,,
S-14387,West,Quarterly Bundle,43.3,False,False,1476.08,,
S-14777,West,Monthly Essentials,45.8,False,False,318.46,,
S-17742,South,Quarterly Bundle,95.9,False,False,1943.15,,
S-17219,South,Quarterly Bundle,88.1,False,False,600.9,,
S-13694,Midwest,Monthly Essentials,48.5,False,False,557.45,,
S-10237,West,Monthly Plus,44.2,True,True,1487.44,10.8,Shipping issues
S-13672,West,Monthly Plus,53.4,False,False,1155.0,,
S-14972,Northeast,Monthly Essentials,67.1,False,False,35.97,,
S-10256,Midwest,Monthly Essentials,41.0,True,True,450.15,0.0,No longer needed
S-13440,South,Monthly Plus,45.8,False,False,1058.38,,
S-11165,Northeast,Monthly Essentials,62.0,True,False,308.62,10.7,
S-11027,Northeast,Quarterly Bundle,45.3,True,True,783.43,10.9,Paused
S-15055,Midwest,Monthly Essentials,68.0,False,False,749.52,,
S-11812,Northeast,Quarterly Bundle,58.7,True,False,2232.68,2.4,
S-16475,Northeast,Monthly Plus,67.3,False,False,566.16,,
S-17374,South,Quarterly Bundle,85.3,False,False,1265.81,,
S-12176,Midwest,Quarterly Bundle,77.7,True,True,3081.69,12.1,Shipping issues
S-17770,South,Monthly Essentials,91.2,False,False,720.92,,
S-16763,South,Monthly Plus,93.2,False,False,897.48,,
S-13303,South,Monthly Essentials,38.6,False,False,1017.65,,
S-17792,South,Monthly Plus,95.4,False,False,382.74,,
S-12289,South,Monthly Essentials,88.1,True,False,274.07,4.9,
S-17908,Northeast,Monthly Essentials,93.2,False,False,698.24,,
S-10019,South,Quarterly Bundle,36.7,True,False,575.66,2.6,
S-14735,Northeast,Monthly Plus,40.6,False,False,542.59,,
S-15619,Midwest,Monthly Essentials,57.3,False,False,584.85,,
S-11672,Northeast,Monthly Essentials,65.5,True,False,417.25,4.6,
S-17133,West,Quarterly Bundle,97.5,False,False,2833.87,,
S-15807,South,Monthly Essentials,59.4,False,False,676.34,,
S-14845,Northeast,Monthly Essentials,51.7,False,False,322.59,,
S-17689,Midwest,Monthly Essentials,78.5,False,False,457.12,,
S-13402,Northeast,Quarterly Bundle,43.7,False,False,3482.32,,
S-14762,South,Quarterly Bundle,35.9,False,False,1769.1,,
S-14526,Northeast,Quarterly Bundle,41.6,False,False,3512.72,,
S-13636,South,Monthly Essentials,48.7,False,False,177.96,,
S-18303,Midwest,Quarterly Bundle,96.0,False,False,1899.17,,
S-11353,Midwest,Quarterly Bundle,59.1,True,True,856.68,4.1,Switched provider
S-12470,Midwest,Monthly Essentials,78.1,True,False,820.92,0.5,
S-14284,South,Quarterly Bundle,35.6,False,False,1932.3,,
S-18386,West,Monthly Essentials,98.3,False,False,292.73,,
S-17925,Midwest,Quarterly Bundle,77.5,False,False,3010.55,,
S-16723,Midwest,Monthly Plus,88.8,False,False,109.41,,
S-15069,Midwest,Monthly Plus,68.6,False,False,1144.84,,
S-10774,Northeast,Monthly Plus,45.6,True,False,1011.92,1.3,
S-11803,South,Monthly Plus,55.7,True,True,1249.06,5.4,Paused
S-15870,Midwest,Quarterly Bundle,69.6,False,False,2113.46,,
S-14816,Northeast,Monthly Plus,39.5,False,False,716.48,,
S-16759,Midwest,Monthly Plus,80.2,False,False,486.97,,
S-17578,South,Quarterly Bundle,92.5,False,False,270.08,,
S-12623,Midwest,Monthly Essentials,77.0,True,False,436.82,9.0,
S-10022,Midwest,Monthly Essentials,51.7,True,True,282.82,8.3,Shipping issues
S-10262,West,Monthly Plus,40.5,True,True,60.29,2.1,No longer needed
S-11244,West,Quarterly Bundle,63.5,True,True,1261.32,12.7,Price
S-12962,South,Monthly Plus,93.3,True,False,454.33,11.1,
S-15727,South,Quarterly Bundle,55.9,False,False,2844.77,,
S-12045,Midwest,Quarterly Bundle,68.4,True,True,3259.06,13.1,
S-17471,Northeast,Monthly Plus,95.4,False,False,1337.87,,
S-10785,Northeast,Monthly Plus,47.2,True,True,612.72,4.7,No longer needed
S-12524,South,Quarterly Bundle,83.0,True,False,2500.87,3.8,
S-13424,Northeast,Monthly Essentials,36.9,False,False,409.22,,
S-11227,West,Monthly Essentials,60.2,True,False,511.78,12.6,
S-12692,Northeast,Monthly Essentials,91.4,True,False,376.35,12.1,
S-16392,South,Monthly Essentials,69.6,False,False,1002.62,,
S-12599,Northeast,Monthly Essentials,90.5,True,False,564.47,2.6,
S-17332,South,Quarterly Bundle,80.0,False,False,1479.51,,
S-12225,West,Quarterly Bundle,99.0,True,False,458.32,3.6,
S-18099,South,Monthly Plus,99.7,False,False,58.2,,
S-14731,South,Monthly Plus,50.4,False,False,1037.15,,
S-16107,West,Monthly Plus,67.9,False,False,918.59,,
S-12845,Northeast,Monthly Plus,82.2,True,False,1230.87,7.1,
S-15426,South,Monthly Plus,73.2,False,False,771.05,,
S-15177,South,Quarterly Bundle,66.5,False,False,978.18,,
S-16629,Midwest,Monthly Essentials,66.4,False,False,928.05,,
S-18082,Midwest,Monthly Plus,94.5,False,False,323.93,,
S-15350,Midwest,Monthly Essentials,55.6,False,True,527.27,,No longer needed
S-14191,Midwest,Monthly Plus,52.8,False,False,323.94,,
S-11944,Northeast,Monthly Essentials,70.0,True,True,81.49,10.9,Price
S-12179,Northeast,Monthly Plus,97.7,True,True,816.96,13.2,Relocation
S-14349,Midwest,Monthly Plus,53.5,False,False,395.97,,
S-12942,South,Monthly Plus,92.4,True,True,674.6,10.9,No longer needed
S-15928,South,Monthly Essentials,55.3,False,False,922.71,,
S-17205,Midwest,Monthly Essentials,94.1,False,False,641.08,,
S-10291,South,Monthly Plus,54.2,True,True,1216.06,0.3,Product quality
S-11222,South,Monthly Plus,59.6,True,True,172.34,12.9,Switched provider
S-18040,Northeast,Monthly Plus,88.3,False,False,384.08,,
S-10379,Midwest,Monthly Essentials,36.5,True,True,528.79,13.9,Product quality
S-17305,Northeast,Monthly Essentials,91.8,False,False,281.35,,
S-15896,Northeast,Monthly Plus,68.0,False,False,754.17,,
S-10433,South,Monthly Plus,43.4,True,True,1292.75,3.9,Product quality
S-12624,West,Quarterly Bundle,77.8,True,False,1732.59,9.2,
S-11338,Northeast,Monthly Essentials,64.6,True,False,123.37,1.4,
S-11992,West,Quarterly Bundle,73.2,True,False,276.97,4.4,
S-14360,South,Quarterly Bundle,49.7,False,False,2553.01,,
S-15344,Midwest,Quarterly Bundle,58.6,False,False,543.73,,
S-14088,West,Monthly Essentials,41.2,False,False,797.21,,
S-14599,Midwest,Monthly Plus,36.1,False,False,681.02,,
S-15464,Midwest,Monthly Plus,71.8,False,False,223.5,,
S-17585,Northeast,Monthly Essentials,95.2,False,True,325.5,,Switched provider
S-18302,West,Quarterly Bundle,93.3,False,False,1519.66,,
S-16707,Midwest,Monthly Plus,85.7,False,False,499.16,,
S-17793,South,Quarterly Bundle,78.7,False,False,1035.68,,
S-17730,Midwest,Monthly Essentials,99.1,False,False,845.57,,
S-11837,West,Monthly Plus,67.1,True,True,1193.59,5.6,Switched provider
S-15075,South,Monthly Plus,60.7,False,False,1096.6,,
S-10137,South,Quarterly Bundle,51.8,True,True,2925.28,4.0,Shipping issues
S-10407,Midwest,Quarterly Bundle,51.0,True,True,283.92,12.3,Price
S-10600,West,Monthly Plus,44.9,True,True,811.89,13.9,Product quality
S-16137,Midwest,Quarterly Bundle,74.0,False,False,1014.44,,
S-16775,West,Monthly Plus,90.5,False,False,516.07,,
S-17666,South,Quarterly Bundle,85.8,False,False,3156.28,,
S-12543,Midwest,Quarterly Bundle,76.6,True,False,2318.16,4.6,
S-16942,Midwest,Monthly Plus,90.9,False,False,1157.22,,
S-13857,West,Monthly Plus,45.6,False,False,113.27,,
S-14877,Northeast,Monthly Essentials,39.1,False,False,668.57,,
S-12540,Midwest,Monthly Plus,94.0,True,False,1361.56,7.3,
S-15930,Midwest,Quarterly Bundle,74.6,False,False,1363.45,,
S-10983,South,Monthly Plus,53.6,True,False,1025.33,2.8,
S-12129,West,Monthly Essentials,73.8,True,False,606.96,3.3,
S-15766,South,Quarterly Bundle,71.9,False,False,3024.42,,
S-10703,Northeast,Monthly Essentials,48.7,True,True,527.4,9.8,Shipping issues
S-16497,Midwest,Monthly Plus,70.3,False,False,1178.45,,
S-16252,Midwest,Monthly Essentials,64.3,False,False,530.27,,
S-18223,Northeast,Monthly Plus,94.7,False,False,1023.74,,
S-15695,Northeast,Monthly Plus,55.9,False,False,836.3,,
S-17334,South,Monthly Essentials,86.4,False,True,203.08,,Paused
S-15653,South,Monthly Essentials,71.2,False,False,681.92,,
S-16288,Northeast,Quarterly Bundle,57.6,False,False,3669.47,,
S-14715,West,Monthly Plus,52.8,False,False,318.37,,
S-14486,Midwest,Quarterly Bundle,53.9,False,False,2216.66,,
S-13111,West,Monthly Essentials,98.5,True,False,827.22,3.4,
S-12002,West,Monthly Plus,73.1,True,True,1343.95,8.4,Price
S-12593,Midwest,Monthly Essentials,90.3,True,False,460.72,8.2,
S-14523,West,Monthly Essentials,38.2,False,False,478.82,,
S-10641,West,Monthly Plus,39.7,True,True,906.2,10.9,Switched provider
S-17329,West,Monthly Plus,82.6,False,False,431.62,,
S-10617,Midwest,Monthly Plus,42.1,True,False,62.41,1.7,
S-15155,Midwest,Monthly Plus,57.9,False,False,1354.35,,
S-17958,Midwest,Monthly Plus,75.1,False,False,161.66,,
S-12175,South,Monthly Plus,78.4,True,False,244.95,3.2,
S-10142,Midwest,Monthly Essentials,42.3,True,False,105.47,3.6,
S-16861,West,Quarterly Bundle,90.3,False,False,3024.31,,
S-12911,Northeast,Quarterly Bundle,79.5,True,True,620.13,11.3,
S-13042,South,Monthly Plus,84.1,True,False,305.67,1.3,
S-12920,West,Monthly Essentials,91.1,True,False,520.81,5.5,
S-13211,South,Quarterly Bundle,81.1,True,False,2796.96,0.6,
S-17357,West,Quarterly Bundle,83.8,False,False,2062.32,,
S-14898,West,Quarterly Bundle,40.7,False,False,2164.53,,
S-18101,Northeast,Monthly Essentials,80.2,False,False,1023.45,,
S-13332,Midwest,Quarterly Bundle,40.0,False,False,2159.11,,
S-10677,West,Quarterly Bundle,35.5,True,True,646.29,7.3,Shipping issues
S-13651,Midwest,Monthly Essentials,42.2,False,True,902.35,,
S-11071,Northeast,Monthly Essentials,50.6,True,False,36.92,7.8,
S-12886,South,Monthly Plus,75.8,True,True,308.57,12.9,Relocation
S-17063,Northeast,Quarterly Bundle,80.7,False,False,3381.3,,
S-16562,West,Monthly Plus,65.4,False,False,968.27,,
S-13201,West,Quarterly Bundle,77.5,True,False,304.71,11.4,
S-15233,Midwest,Monthly Essentials,64.0,False,False,154.36,,
S-12108,West,Monthly Essentials,61.4,True,False,504.08,7.8,
S-16875,West,Monthly Plus,96.1,False,False,164.56,,
S-16638,South,Monthly Plus,58.2,False,False,854.14,,
S-18329,Northeast,Monthly Plus,94.5,False,True,647.92,,Product quality
S-11478,South,Monthly Plus,68.2,True,False,319.58,1.3,
S-15479,Midwest,Monthly Plus,63.9,False,False,628.27,,
S-14431,South,Monthly Essentials,41.4,False,False,846.75,,
S-14758,Midwest,Monthly Plus,40.0,False,False,607.72,,
S-11924,South,Monthly Plus,56.8,True,False,1074.56,2.0,
S-13346,West,Monthly Plus,40.6,False,False,373.78,,
S-14420,South,Quarterly Bundle,43.7,False,False,3841.37,,
S-10943,South,Monthly Plus,35.9,True,True,1422.28,9.4,Shipping issues
S-10817,Northeast,Quarterly Bundle,54.2,True,True,1451.26,0.9,Shipping issues
S-10258,Midwest,Monthly Plus,37.9,True,True,1039.0,12.6,Shipping issues
S-10357,Midwest,Quarterly Bundle,44.8,True,False,1597.14,9.7,
S-16988,West,Monthly Essentials,94.7,False,False,503.46,,
S-11205,West,Quarterly Bundle,73.0,True,False,271.46,13.4,
S-10390,Northeast,Monthly Essentials,35.7,True,True,786.43,8.3,Support experience
S-16371,West,Monthly Plus,55.1,False,False,498.74,,
S-18203,Midwest,Monthly Essentials,92.6,False,False,532.92,,
S-13073,West,Quarterly Bundle,83.3,True,False,2576.8,8.6,
S-12280,South,Quarterly Bundle,96.2,True,False,458.74,4.1,
S-13376,Northeast,Quarterly Bundle,37.1,False,False,1812.51,,
S-16760,Northeast,Quarterly Bundle,89.3,False,False,1005.68,,
S-13733,West,Quarterly Bundle,50.1,False,False,2495.49,,
S-16766,Midwest,Monthly Plus,86.7,False,True,596.34,,Shipping issues
S-14810,Midwest,Monthly Essentials,38.6,False,False,669.69,,
S-14380,Northeast,Monthly Essentials,40.9,False,False,846.03,,
S-10132,West,Monthly Plus,53.8,True,False,1294.88,13.6,
S-12738,South,Quarterly Bundle,88.1,True,False,977.77,12.7,
S-17918,West,Monthly Essentials,87.3,False,False,375.64,,
S-14555,Northeast,Quarterly Bundle,51.6,False,False,2738.14,,
S-14371,South,Monthly Essentials,45.8,False,False,739.81,,
S-13958,Midwest,Quarterly Bundle,44.7,False,False,1821.22,,
S-14828,Northeast,Monthly Essentials,35.4,False,True,914.37,,
S-16660,Midwest,Monthly Essentials,61.7,False,True,852.75,,Shipping issues
S-17477,South,Monthly Essentials,86.0,False,False,210.9,,
S-10404,Midwest,Monthly Plus,49.9,True,True,535.69,1.3,Switched provider
S-10577,Midwest,Monthly Essentials,47.9,True,True,264.66,8.9,Shipping issues
S-12702,West,Monthly Essentials,75.6,True,False,75.33,1.4,
S-16233,Northeast,Monthly Essentials,62.4,False,False,498.23,,
S-15323,West,Monthly Essentials,66.7,False,True,699.9,,Switched provider
S-14179,Midwest,Monthly Plus,45.1,False,False,913.06,,
S-16853,West,Monthly Plus,82.0,False,False,58.4,,
S-16950,South,Monthly Essentials,80.9,False,False,566.99,,
S-12327,Northeast,Monthly Essentials,82.6,True,False,552.28,2.8,
S-14065,South,Quarterly Bundle,43.2,False,False,2686.94,,
S-15148,South,Monthly Essentials,65.5,False,False,114.16,,
S-11197,West,Monthly Plus,72.2,True,True,894.66,10.2,Product quality
S-12172,Northeast,Monthly Plus,78.6,True,False,1094.35,7.5,
S-13728,West,Monthly Plus,44.9,False,False,229.09,,
S-13010,South,Quarterly Bundle,83.0,True,False,3887.05,13.4,
S-11556,West,Monthly Essentials,56.1,True,False,274.58,1.4,
S-12412,Northeast,Monthly Essentials,89.5,True,False,695.01,2.8,
S-15610,Northeast,Quarterly Bundle,56.4,False,False,2679.87,,
S-14049,Northeast,Monthly Plus,38.3,False,False,736.48,,
S-16544,South,Monthly Essentials,67.6,False,False,148.25,,
S-14419,West,Monthly Plus,41.2,False,False,1133.25,,
S-18039,South,Monthly Plus,93.4,False,False,977.07,,
S-13784,South,Quarterly Bundle,39.6,False,False,2424.25,,
S-14140,West,Monthly Essentials,36.2,False,False,70.29,,
S-11830,Northeast,Quarterly Bundle,60.7,True,True,1802.76,5.7,Paused
S-12966,Midwest,Monthly Plus,95.9,True,False,577.55,10.3,
S-12021,South,Monthly Essentials,56.3,True,False,751.47,5.9,
S-16162,South,Monthly Essentials,58.8,False,False,730.11,,
S-11513,South,Monthly Plus,60.3,True,False,1187.32,8.1,
S-12814,West,Monthly Plus,79.6,True,True,570.26,13.0,No longer needed
S-12076,Northeast,Monthly Essentials,59.5,True,False,587.97,0.0,
S-11545,Northeast,Monthly Essentials,70.1,True,False,551.17,6.4,
S-17429,Northeast,Quarterly Bundle,96.3,False,False,2160.78,,
S-15621,South,Quarterly Bundle,65.6,False,False,1237.8,,
S-11926,South,Monthly Plus,60.8,True,False,113.7,4.8,
S-12650,Midwest,Monthly Essentials,94.0,True,False,37.73,2.2,
S-14513,West,Quarterly Bundle,47.5,False,False,1636.89,,
S-17359,Midwest,Quarterly Bundle,91.0,False,False,2842.72,,
S-12474,West,Monthly Essentials,78.9,True,True,181.86,1.8,Product quality
S-10688,West,Monthly Plus,48.1,True,False,930.4,4.8,
S-12810,West,Monthly Essentials,77.7,True,False,983.56,6.8,
S-10425,Midwest,Monthly Essentials,52.1,True,True,843.26,5.2,Shipping issues
S-14491,West,Monthly Plus,40.6,False,False,1137.08,,
S-12564,West,Monthly Essentials,95.5,True,False,477.39,12.1,
S-18318,Northeast,Monthly Essentials,90.6,False,False,635.46,,
S-12636,South,Monthly Essentials,88.2,True,False,548.89,5.2,
S-10804,West,Monthly Plus,36.0,True,True,1387.41,9.0,
S-11311,Northeast,Quarterly Bundle,60.7,True,True,3279.11,0.7,Product quality
S-18072,Northeast,Monthly Plus,88.4,False,False,1009.5,,
S-17970,West,Monthly Plus,90.8,False,False,1285.65,,
S-15224,South,Quarterly Bundle,57.6,False,False,3746.79,,
S-10024,West,Quarterly Bundle,37.8,True,True,1930.32,2.9,Price
S-10920,West,Quarterly Bundle,35.4,True,False,3587.17,10.3,
S-13830,Midwest,Monthly Essentials,52.7,False,False,610.27,,
S-14739,Northeast,Quarterly Bundle,51.7,False,False,2700.38,,
S-15080,Midwest,Monthly Essentials,59.1,False,False,583.79,,
S-13663,Midwest,Quarterly Bundle,48.2,False,False,2641.68,,
S-12893,South,Quarterly Bundle,86.0,True,False,1367.34,8.3,
