subscriber_id,region,plan,onboarding_score,negative_ticket_pre_renewal,cancelled,total_spent,days_before_renewal_negative_ticket,cancellation_reason
S-13712,West,Monthly Essentials,39.8,False,True,289.36,,too expensive
S-12451,Midwest,Monthly Plus,89.9,True,Yes,59.56,2.5,shipping issues
S-10146,West,Monthly Plus,51.5,True,0,518.66,3.5,
S-11646,West,Quarterly Bundle,57.2,True,False,"$2,397.35",13.8,
S-10604,Northeast,Monthly Plus,44.6,True,True,320.53,2.3,found alternative
S-15498,Northeast,Monthly Essentials,68.7,0,No,858.42,,
S-12952,South,Monthly Essentials,77.7,1,1,$546.08,1.2,bad support experience
S-17172,South,Monthly Plus,88.9,No,False,633.72,,
S-17202,South,Quarterly Bundle,82.6,No,False,3187.09,,
S-12402,Northeast,Quarterly Bundle,83.2,Yes,False,USD 1008.88,1.3,
S-13745,West,Monthly Essentials,46.3,No,No,882.75,,
S-18111,South,Quarterly Bundle,87.7,False,No,"$1,859.02",,
S-17400,West,Monthly Essentials,95.7,No,False,324.27,,
S-14207,South,Monthly Essentials,38.9,No,No,$939.18,,
S-12203,South,Monthly Essentials,95.5,Yes,No,154.07,8.0,
S-15633,South,Monthly Plus,65.6,False,False,$127.27,,
S-18098,South,Monthly Essentials,83.7,0,False,$426.21,,
S-16671,South,Monthly Essentials,70.1,No,No,USD 210.79,,
S-13167,Midwest,Quarterly Bundle,99.1,True,False,827.31,11.3,
S-12286,West,Quarterly Bundle,87.8,Yes,No,$464.25,11.5,
S-16859,West,Quarterly Bundle,92.3,No,False,USD 970.60,,
S-16859,West,Quarterly Bundle,92.3,No,False,USD 970.60,,
S-16961,Northeast,Monthly Essentials,77.8,No,No,$587.76,,
S-12141,Northeast,Monthly Essentials,63.5,Yes,1,239.27,13.0,paused indefinitely
S-11108,West,Monthly Plus,71.6,Yes,Yes,1248.63,2.6,bad support experience
S-11459,Midwest,Monthly Essentials,69.8,Yes,No,USD 334.06,3.8,
S-12070,Midwest,Monthly Essentials,71.4,Yes,False,125.25,13.6,
S-17561,South,Quarterly Bundle,76.8,False,0,1415.03,,
S-14306,Northeast,Quarterly Bundle,44.3,False,False,2479.53,,
S-12806,West,Monthly Essentials,76.5,True,False,76.94,9.5,
S-15293,South,Quarterly Bundle,71.8,No,No,1384.98,,
S-10643,South,Monthly Plus,40.7,True,Yes,848.48,11.0,too expensive
S-11905,Northeast,Monthly Plus,62.1,Yes,No,782.67,9.4,
S-10023,Midwest,Monthly Plus,54.7,1,True,$896.52,6.1,moving/relocating
S-11266,Midwest,Quarterly Bundle,71.0,True,False,$961.93,13.8,
S-12004,South,Monthly Plus,67.2,True,False,USD 1074.59,7.7,
S-18145,South,Monthly Plus,95.1,No,No,$344.99,,
S-17586,South,Monthly Essentials,77.7,No,No,957.39,,
S-15245,South,Quarterly Bundle,58.8,No,0,1429.75,,
S-18249,South,Monthly Essentials,99.8,No,No,505.97,,
S-18356,West,Quarterly Bundle,98.3,False,No,921.36,,
S-14450,South,Monthly Plus,46.2,0,0,272.21,,
S-14695,Midwest,Monthly Plus,46.0,False,0,USD 1165.94,,
S-12215,Midwest,Monthly Plus,98.0,Yes,True,386.50,1.4,
S-13838,Midwest,Monthly Plus,35.8,No,False,383.67,,
S-10638,Midwest,Monthly Plus,49.8,Yes,False,$504.63,2.2,
S-12611,Northeast,Quarterly Bundle,90.2,True,Yes,$744.89,8.8,too expensive
S-17610,West,Monthly Plus,92.5,0,False,1077.96,,
S-16498,South,Quarterly Bundle,65.9,No,No,3482.66,,
S-15305,West,Monthly Plus,69.8,No,0,USD 168.76,,
S-17860,Northeast,Monthly Essentials,84.3,0,False,USD 309.91,,
S-16298,West,Quarterly Bundle,70.7,0,False,$743.43,,
S-14865,Northeast,Quarterly Bundle,47.9,False,No,$144.81,,
S-14944,Northeast,Monthly Plus,41.7,False,0,USD 774.42,,
S-17898,West,Monthly Plus,97.7,No,0,703.01,,
S-18222,West,Monthly Essentials,77.5,No,0,$510.65,,
S-10805,Midwest,Monthly Plus,54.3,Yes,1,255.52,10.1,moving/relocating
S-15572,South,Quarterly Bundle,68.4,False,No,1855.42,,
S-16312,Midwest,Monthly Essentials,61.1,No,False,USD 768.17,,
S-15699,Northeast,Monthly Plus,68.0,False,False,$861.32,,
S-16459,Northeast,Monthly Plus,55.4,False,False,1206.83,,
S-12867,South,Monthly Plus,99.8,Yes,False,$313.26,6.1,
S-13197,West,Monthly Essentials,93.0,Yes,False,USD 371.93,2.6,
S-16228,South,Monthly Essentials,68.4,No,No,908.48,,
S-13340,West,Monthly Plus,46.4,False,0,USD 605.71,,
S-11868,Midwest,Monthly Plus,72.4,1,True,USD 613.59,5.7,paused indefinitely
S-10937,Northeast,Quarterly Bundle,39.9,Yes,Yes,$154.24,8.5,paused indefinitely
S-12259,Midwest,Monthly Plus,96.0,Yes,False,1033.34,7.7,
S-12901,Northeast,Quarterly Bundle,90.6,Yes,No,3727.75,2.3,
S-18071,West,Monthly Essentials,84.4,0,False,427.37,,
S-10813,Northeast,Monthly Essentials,35.7,Yes,Yes,$718.98,7.5,found alternative
S-11236,Northeast,Monthly Plus,58.1,Yes,Yes,$672.47,11.1,moving/relocating
S-14855,Midwest,Monthly Essentials,41.8,False,False,281.65,,
S-18392,South,Monthly Essentials,78.5,No,No,$701.08,,
S-13001,Northeast,Monthly Essentials,98.9,Yes,False,$366.82,0.1,
S-10010,South,Quarterly Bundle,49.3,Yes,1,USD 2048.54,1.4,bad support experience
S-12926,Midwest,Monthly Essentials,99.7,True,False,178.12,5.9,
S-14213,South,Monthly Essentials,50.0,No,0,285.20,,
S-14960,Northeast,Quarterly Bundle,69.9,False,False,"$1,124.38",,
S-17149,West,Quarterly Bundle,87.0,False,0,3208.79,,
S-13441,West,Monthly Plus,52.0,0,0,1194.84,,
S-16055,Northeast,Monthly Essentials,61.5,False,0,$191.75,,
S-15784,South,Monthly Plus,69.6,No,No,642.01,,
S-10961,Midwest,Monthly Plus,51.0,Yes,True,1222.13,7.6,moving/relocating
S-16026,South,Monthly Essentials,72.6,False,False,$491.38,,
S-10871,West,Quarterly Bundle,40.6,True,False,1578.72,9.1,
S-16697,South,Monthly Essentials,83.9,False,False,USD 290.06,,
S-14268,Midwest,Monthly Essentials,53.4,False,No,868.17,,
S-14858,Midwest,Quarterly Bundle,35.3,No,No,USD 1079.38,,
S-13317,West,Quarterly Bundle,42.6,False,False,$973.57,,
S-14232,South,Monthly Plus,48.6,No,False,709.63,,
S-10647,Northeast,Quarterly Bundle,43.6,True,Yes,160.50,3.4,paused indefinitely
S-11321,Midwest,Monthly Plus,70.6,True,No,547.25,12.5,
S-10145,Midwest,Monthly Essentials,51.1,True,0,718.39,5.5,
S-18279,West,Quarterly Bundle,81.3,No,No,619.69,,
S-12724,Midwest,Monthly Plus,97.7,1,False,1229.04,4.2,
S-10130,West,Monthly Essentials,49.8,True,True,266.28,3.8,paused indefinitely
S-11120,Midwest,Monthly Essentials,68.5,1,0,818.25,9.4,
S-18013,West,Monthly Plus,93.5,False,No,1028.78,,
S-10900,Northeast,Monthly Plus,42.7,Yes,1,60.25,13.9,paused indefinitely
S-13641,West,Monthly Plus,45.5,No,Yes,249.89,,poor quality
S-17893,South,Monthly Plus,76.2,No,False,644.33,,
S-17623,West,Monthly Plus,94.3,No,No,$458.73,,
S-10031,West,Monthly Plus,39.0,True,True,1102.50,1.2,
S-10911,Northeast,Monthly Plus,46.3,Yes,True,799.59,7.5,poor quality
S-11168,Northeast,Monthly Plus,72.1,1,1,USD 241.00,4.4,too expensive
S-14709,South,Quarterly Bundle,41.5,No,No,"$2,704.59",,
S-17715,South,Monthly Plus,93.2,False,No,$113.04,,
S-16623,West,Quarterly Bundle,73.2,No,False,3230.68,,
S-17724,South,Monthly Plus,94.9,No,0,351.86,,
S-13115,Northeast,Quarterly Bundle,95.4,Yes,False,3106.49,11.8,
S-15779,Midwest,Quarterly Bundle,60.7,No,False,2127.95,,
S-11829,Northeast,Monthly Essentials,73.8,1,No,516.29,9.7,
S-11865,Midwest,Monthly Plus,72.8,True,0,USD 1236.91,11.0,
S-18288,South,Monthly Plus,96.4,No,No,$485.19,,
S-10176,West,Monthly Plus,53.6,Yes,False,232.04,13.4,
S-14674,Midwest,Monthly Plus,51.9,0,No,$630.15,,
S-13018,South,Quarterly Bundle,83.6,1,True,1250.95,2.8,no longer needed
S-14796,South,Monthly Essentials,54.7,No,False,753.51,,
S-15289,West,Monthly Essentials,58.5,False,No,USD 353.38,,
S-12169,South,Quarterly Bundle,97.8,1,False,USD 162.84,7.4,
S-17192,Midwest,Quarterly Bundle,78.0,No,False,USD 3003.82,,
S-15156,South,Monthly Plus,70.2,No,0,USD 581.26,,
S-18325,Northeast,Monthly Plus,75.7,False,No,819.90,,
S-18250,Midwest,Quarterly Bundle,80.2,No,Yes,USD 1574.36,,moving/relocating
S-11853,West,Monthly Essentials,55.2,True,False,82.87,7.6,
S-16708,West,Monthly Plus,96.9,No,No,USD 251.63,,
S-13942,Northeast,Monthly Plus,45.9,False,0,351.63,,
S-10286,Midwest,Monthly Plus,36.6,Yes,Yes,1298.99,3.1,found alternative
S-15011,Northeast,Monthly Essentials,71.2,No,No,$788.10,,
S-12795,West,Quarterly Bundle,77.1,1,Yes,"$2,114.73",5.1,
S-14497,Northeast,Monthly Plus,44.6,0,No,USD 790.81,,
S-11613,South,Monthly Essentials,57.3,Yes,False,377.30,6.6,
S-15040,West,Monthly Plus,59.9,No,False,USD 618.03,,
S-15040,West,Monthly Plus,59.9,No,False,USD 618.03,,
S-10524,Midwest,Monthly Plus,48.4,Yes,Yes,USD 933.95,8.5,shipping issues
S-16022,Northeast,Monthly Essentials,72.4,False,True,117.99,,too expensive
S-10431,West,Monthly Plus,38.1,True,False,1148.23,3.7,
S-12765,West,Quarterly Bundle,99.5,True,0,"$2,758.47",8.6,
S-11437,Northeast,Monthly Essentials,72.8,True,False,152.27,8.7,
S-18112,Midwest,Monthly Essentials,92.2,No,False,$797.20,,
S-10139,Midwest,Quarterly Bundle,37.9,True,No,1443.06,2.5,
S-11308,West,Monthly Essentials,74.0,Yes,Yes,$657.56,7.3,no longer needed
S-14970,West,Monthly Plus,71.9,0,1,USD 1033.22,,poor quality
S-16304,West,Monthly Essentials,64.8,No,No,$417.54,,
S-14421,South,Quarterly Bundle,36.8,False,No,USD 3386.63,,
S-13232,Northeast,Monthly Plus,98.8,True,False,554.60,6.0,
S-18255,Northeast,Monthly Plus,99.6,False,False,"$1,239.33",,
S-18208,West,Monthly Plus,87.6,0,False,USD 492.36,,
S-14940,Northeast,Monthly Essentials,49.4,No,0,83.24,,
S-14023,Midwest,Monthly Plus,53.1,False,True,"$1,424.60",,
S-14322,Northeast,Monthly Essentials,47.6,0,0,$780.98,,
S-15559,Northeast,Quarterly Bundle,57.5,No,False,2675.53,,
S-16020,South,Monthly Essentials,71.4,0,0,USD 41.52,,
S-16877,Midwest,Monthly Essentials,97.6,No,No,117.32,,
S-10648,South,Monthly Essentials,41.4,True,True,USD 554.15,4.4,no longer needed
S-15238,Midwest,Monthly Essentials,59.9,No,False,638.72,,
S-15881,South,Quarterly Bundle,58.8,No,Yes,642.93,,found alternative
S-12048,West,Monthly Plus,71.6,Yes,No,$471.89,10.7,
S-11191,Midwest,Monthly Essentials,71.1,True,No,502.48,5.8,
S-11431,Northeast,Quarterly Bundle,71.8,True,False,2874.99,13.0,
S-10282,South,Monthly Plus,48.6,True,False,740.12,12.4,
S-17237,Northeast,Monthly Plus,77.9,False,False,"$1,175.41",,
S-11223,West,Monthly Plus,58.9,True,No,1067.52,9.8,
S-15743,Midwest,Quarterly Bundle,69.7,0,False,USD 3169.08,,
S-15791,Northeast,Monthly Essentials,60.7,0,No,$467.30,,
S-17331,South,Quarterly Bundle,80.9,False,0,2010.01,,
S-12779,Midwest,Monthly Plus,92.6,1,No,127.47,5.7,
S-15664,South,Monthly Plus,66.7,No,No,"$1,452.33",,
S-17206,Midwest,Monthly Plus,97.9,False,False,USD 172.89,,
S-16591,Northeast,Monthly Essentials,62.8,No,False,$629.40,,
S-10467,Northeast,Monthly Essentials,52.2,True,True,542.90,13.5,poor quality
S-14455,Northeast,Quarterly Bundle,40.6,No,No,USD 815.61,,
S-17648,South,Monthly Plus,86.7,No,False,128.14,,
S-13322,West,Quarterly Bundle,40.2,No,False,1791.08,,
S-13721,South,Quarterly Bundle,52.0,No,No,USD 1190.57,,
S-14278,West,Monthly Plus,52.4,False,1,938.17,,moving/relocating
S-15108,South,Monthly Plus,73.8,False,0,843.42,,
S-10882,Midwest,Monthly Essentials,53.7,1,0,666.34,1.5,
S-17713,Midwest,Monthly Essentials,96.5,No,No,751.55,,
S-18264,South,Monthly Essentials,85.3,False,0,964.96,,
S-16889,South,Monthly Plus,98.8,No,No,$297.97,,
S-17391,South,Quarterly Bundle,99.5,0,True,USD 1087.47,,bad support experience
S-16478,South,Monthly Essentials,73.6,False,0,107.61,,
S-16801,Midwest,Quarterly Bundle,80.9,No,No,1631.10,,
S-15086,Midwest,Monthly Plus,59.7,No,0,USD 362.56,,
S-16795,Midwest,Quarterly Bundle,78.1,0,False,"$3,537.36",,
S-17395,South,Quarterly Bundle,75.7,0,False,USD 2637.49,,
S-14867,Northeast,Quarterly Bundle,36.2,No,Yes,286.52,,no longer needed
S-13192,South,Monthly Essentials,77.3,Yes,False,$864.93,7.1,
S-15049,Northeast,Monthly Essentials,66.3,0,0,649.59,,
S-17474,Midwest,Quarterly Bundle,90.2,No,True,USD 452.16,,found alternative
S-18330,Midwest,Monthly Essentials,88.6,No,No,USD 643.20,,
S-12143,West,Monthly Essentials,69.6,1,No,USD 457.22,1.4,
S-15326,Midwest,Quarterly Bundle,66.9,False,No,"$3,187.59",,
S-18341,South,Monthly Essentials,96.4,No,False,USD 79.68,,
S-11211,Northeast,Monthly Essentials,60.6,True,False,497.62,14.0,
S-11387,West,Quarterly Bundle,58.8,True,No,$154.62,2.7,
S-12513,West,Monthly Essentials,76.0,True,False,$110.28,11.6,
S-12822,Midwest,Monthly Essentials,80.2,True,No,$548.34,2.5,
S-10026,Midwest,Monthly Plus,50.8,Yes,Yes,608.60,3.4,moving/relocating
S-11535,Midwest,Monthly Essentials,61.2,1,1,USD 819.92,7.5,moving/relocating
S-12635,Northeast,Monthly Essentials,83.6,True,0,USD 672.41,7.2,
S-18048,South,Monthly Essentials,90.6,False,No,484.12,,
S-14323,Northeast,Monthly Plus,40.6,No,False,297.37,,
S-11505,South,Monthly Essentials,58.9,Yes,False,USD 427.47,9.4,
S-13327,South,Quarterly Bundle,37.3,False,Yes,USD 1473.19,,paused indefinitely
S-13645,South,Monthly Essentials,41.5,False,No,$933.45,,
S-11994,Midwest,Monthly Essentials,68.1,1,Yes,361.68,9.6,too expensive
S-10129,South,Quarterly Bundle,51.6,Yes,Yes,3170.36,7.9,shipping issues
S-12272,Midwest,Quarterly Bundle,91.6,True,False,2546.06,4.4,
S-13722,West,Quarterly Bundle,50.6,No,False,USD 1579.37,,
S-14286,Midwest,Monthly Plus,38.0,No,Yes,1035.27,,bad support experience
S-12142,Midwest,Quarterly Bundle,61.4,Yes,0,678.86,12.4,
S-10226,South,Monthly Plus,46.6,1,Yes,672.32,0.1,moving/relocating
S-16745,West,Monthly Essentials,92.4,0,No,$611.91,,
S-13817,Northeast,Quarterly Bundle,42.1,False,1,3693.08,,bad support experience
S-17861,West,Quarterly Bundle,78.7,No,False,USD 1667.14,,
S-12590,Northeast,Monthly Essentials,80.6,True,1,USD 641.12,12.6,found alternative
S-12305,Midwest,Monthly Plus,92.3,True,False,959.57,12.1,
S-14250,West,Quarterly Bundle,52.8,No,No,3113.52,,
S-12401,West,Quarterly Bundle,86.6,Yes,No,2528.76,1.1,
S-13246,Northeast,Monthly Essentials,37.2,No,0,857.90,,
S-10185,Midwest,Monthly Plus,37.7,True,1,1043.85,1.7,bad support experience
S-12440,Northeast,Quarterly Bundle,85.9,True,Yes,1610.01,7.6,bad support experience
S-12197,South,Quarterly Bundle,82.4,True,False,1016.02,5.2,
S-17404,West,Monthly Essentials,93.9,False,No,181.38,,
S-15230,West,Monthly Essentials,66.1,No,False,$284.46,,
S-14906,West,Monthly Essentials,40.3,0,No,$455.64,,
S-14629,West,Quarterly Bundle,48.5,0,No,$641.33,,
S-15545,Midwest,Monthly Essentials,56.6,No,No,$38.58,,
S-10487,South,Monthly Essentials,39.5,Yes,Yes,767.78,6.4,
S-11653,Midwest,Monthly Plus,62.1,True,No,"$1,392.31",11.6,
S-14621,Midwest,Monthly Essentials,35.4,False,0,953.19,,
S-16320,West,Monthly Essentials,58.6,No,No,USD 445.84,,
S-12313,Northeast,Monthly Essentials,89.8,1,0,641.40,9.7,
S-13214,South,Monthly Essentials,90.5,True,False,USD 295.29,12.0,
S-11694,Midwest,Monthly Plus,60.3,1,True,"$1,255.27",3.7,shipping issues
S-13572,Northeast,Quarterly Bundle,38.3,0,No,"$1,395.98",,
S-17084,Northeast,Monthly Essentials,97.3,No,No,$316.92,,
S-14704,West,Quarterly Bundle,35.7,0,0,3643.74,,
S-10071,Northeast,Quarterly Bundle,43.7,True,Yes,USD 3387.14,9.4,too expensive
S-10195,West,Monthly Essentials,48.0,True,No,USD 500.24,0.9,
S-16140,West,Quarterly Bundle,59.9,False,False,USD 416.56,,
S-15462,Midwest,Monthly Plus,57.3,False,0,246.92,,
S-11097,Midwest,Monthly Essentials,56.5,Yes,0,USD 341.40,1.4,
S-13334,Northeast,Monthly Plus,38.1,False,False,906.32,,
S-10117,West,Monthly Plus,54.5,True,0,USD 449.17,2.1,
S-14548,West,Quarterly Bundle,49.4,False,No,"$1,548.80",,
S-15419,South,Monthly Essentials,64.9,False,False,678.55,,
S-13523,South,Quarterly Bundle,48.7,False,0,"$3,876.44",,
S-16236,Midwest,Monthly Plus,72.3,No,False,$237.34,,
S-15701,Northeast,Quarterly Bundle,56.5,No,No,1369.52,,
S-15161,Northeast,Quarterly Bundle,62.8,False,0,2406.33,,
S-15984,Midwest,Quarterly Bundle,73.5,0,True,"$3,361.74",,bad support experience
S-15984,Midwest,Quarterly Bundle,73.5,0,True,"$3,361.74",,bad support experience
S-17731,Northeast,Monthly Plus,76.2,0,0,745.09,,
S-17974,West,Monthly Plus,81.6,0,0,1445.15,,
S-10029,West,Quarterly Bundle,46.0,Yes,False,3220.13,4.9,
S-16339,Northeast,Monthly Plus,64.9,No,False,680.84,,
S-12644,Midwest,Monthly Essentials,79.8,Yes,False,450.41,1.5,
S-16906,Northeast,Quarterly Bundle,80.3,False,False,"$1,836.54",,
S-16029,South,Monthly Essentials,70.0,False,False,USD 505.60,,
S-12364,South,Monthly Plus,81.9,True,No,"$1,301.61",6.7,
S-16706,South,Quarterly Bundle,86.1,False,False,"$1,845.97",,
S-14699,West,Monthly Plus,51.4,False,No,$933.03,,
S-14699,West,Monthly Plus,51.4,False,No,$933.03,,
S-18364,Midwest,Quarterly Bundle,98.7,0,No,USD 3392.76,,
S-11809,Northeast,Monthly Essentials,69.5,True,No,USD 506.80,3.0,
S-13853,West,Monthly Plus,48.2,False,No,USD 818.14,,
S-17110,West,Quarterly Bundle,96.1,0,False,USD 1883.12,,
S-12595,Midwest,Monthly Essentials,83.0,True,0,191.32,3.3,
S-17708,South,Monthly Plus,76.6,No,False,1348.75,,
S-11669,Northeast,Monthly Essentials,57.9,True,No,USD 305.08,7.9,
S-14880,West,Monthly Plus,37.5,No,No,"$1,341.82",,
S-11152,Midwest,Quarterly Bundle,70.2,True,True,3512.30,13.0,found alternative
S-11622,West,Quarterly Bundle,63.7,Yes,No,"$1,832.34",1.0,
S-12722,South,Monthly Plus,88.2,Yes,False,USD 1256.46,7.0,
S-11808,Northeast,Quarterly Bundle,73.3,Yes,False,974.83,12.6,
S-17697,South,Monthly Essentials,89.9,No,No,889.25,,
S-11341,West,Quarterly Bundle,68.8,True,1,3249.05,13.8,poor quality
S-17936,Midwest,Monthly Plus,88.1,No,0,1249.57,,
S-14537,Northeast,Quarterly Bundle,42.6,No,1,869.73,,moving/relocating
S-15615,West,Monthly Essentials,55.6,No,No,USD 864.46,,
S-12530,Midwest,Monthly Plus,88.9,Yes,0,749.74,7.0,
S-14056,South,Quarterly Bundle,47.5,False,No,USD 2362.02,,
S-11163,South,Monthly Plus,73.6,Yes,No,212.68,13.6,
S-15705,Northeast,Quarterly Bundle,73.4,0,False,2701.18,,
S-11420,Northeast,Monthly Essentials,61.8,Yes,No,$416.17,2.8,
S-11347,Northeast,Monthly Essentials,56.6,True,No,USD 398.02,11.5,
S-11185,South,Quarterly Bundle,69.9,1,No,USD 2098.78,9.6,
S-14678,Midwest,Monthly Essentials,47.9,No,False,$327.54,,
S-17377,West,Monthly Essentials,91.8,False,False,$770.90,,
S-11104,West,Monthly Essentials,57.6,1,Yes,$522.03,2.9,no longer needed
S-10205,Midwest,Monthly Plus,46.8,Yes,True,315.69,2.4,bad support experience
S-17998,South,Monthly Plus,83.7,False,0,$651.38,,
S-15466,South,Monthly Plus,72.0,No,No,117.71,,
S-17174,West,Monthly Plus,95.9,0,False,1087.07,,
S-14841,South,Monthly Plus,54.5,False,No,535.34,,
S-11389,West,Monthly Essentials,71.3,Yes,Yes,1009.33,1.5,bad support experience
S-11637,South,Quarterly Bundle,71.8,True,Yes,"$3,843.14",10.7,
S-13072,West,Quarterly Bundle,98.8,Yes,0,1479.95,12.9,
S-11674,South,Monthly Essentials,71.1,True,False,$984.38,10.8,
S-16793,South,Monthly Essentials,76.9,0,False,$557.97,,
S-16142,Northeast,Monthly Essentials,66.8,No,0,119.17,,
S-15535,Northeast,Quarterly Bundle,66.7,False,0,2247.34,,
S-10270,West,Monthly Essentials,52.6,True,0,$347.59,2.5,
S-10102,South,Quarterly Bundle,52.0,True,True,158.20,10.5,no longer needed
S-10975,South,Monthly Plus,49.7,Yes,Yes,1029.76,12.3,shipping issues
S-17601,Midwest,Monthly Essentials,92.0,No,0,$494.41,,
S-12799,West,Monthly Essentials,94.1,True,No,$622.65,5.3,
S-16113,South,Monthly Plus,73.7,False,False,897.39,,
S-16492,West,Monthly Essentials,62.9,No,False,$115.22,,
S-17128,West,Quarterly Bundle,87.4,No,True,USD 145.71,,poor quality
S-14080,Northeast,Quarterly Bundle,42.2,No,False,USD 1246.48,,
S-17592,Northeast,Monthly Plus,80.3,No,0,USD 848.77,,
S-14889,West,Monthly Essentials,35.1,False,0,877.11,,
S-11340,West,Quarterly Bundle,69.2,1,False,3171.45,10.5,
S-10194,South,Quarterly Bundle,44.4,True,0,1632.33,5.1,
S-14116,Northeast,Monthly Essentials,49.8,False,0,USD 84.41,,
S-15256,West,Monthly Plus,61.3,No,False,"$1,366.57",,
S-18130,Midwest,Monthly Essentials,79.6,False,False,883.90,,
S-15458,Northeast,Quarterly Bundle,70.4,No,False,"$1,500.78",,
S-10098,West,Quarterly Bundle,43.5,True,True,"$3,460.00",7.6,found alternative
S-15801,Northeast,Quarterly Bundle,64.8,No,No,2884.66,,
S-12082,South,Quarterly Bundle,68.4,True,False,"$1,933.68",11.6,
S-14346,Midwest,Monthly Plus,36.8,No,1,1204.63,,shipping issues
S-12126,South,Quarterly Bundle,63.2,True,False,"$1,457.80",4.9,
S-16148,Northeast,Monthly Plus,74.4,No,False,USD 304.05,,
S-18174,West,Monthly Plus,98.6,False,False,USD 60.58,,
S-12005,Midwest,Quarterly Bundle,69.6,Yes,False,137.31,6.5,
S-13416,Midwest,Quarterly Bundle,44.1,False,No,"$3,337.06",,
S-11913,Northeast,Monthly Essentials,60.1,True,0,536.16,2.0,
S-16189,West,Monthly Plus,69.8,False,0,USD 761.56,,
S-12857,South,Quarterly Bundle,89.4,Yes,0,"$2,105.45",13.6,
S-11756,West,Quarterly Bundle,66.7,1,True,3220.98,4.0,found alternative
S-11433,Northeast,Monthly Essentials,56.4,1,Yes,211.11,8.3,too expensive
S-16045,Northeast,Monthly Plus,58.5,No,True,"$1,195.63",,too expensive
S-16835,West,Monthly Essentials,94.2,No,False,288.38,,
S-15030,Northeast,Monthly Essentials,73.1,0,No,$196.43,,
S-12490,Midwest,Monthly Plus,99.4,1,0,USD 596.83,11.2,
S-17115,Midwest,Monthly Essentials,89.5,0,False,$407.85,,
S-11854,West,Quarterly Bundle,60.2,True,No,304.82,12.1,
S-16598,Midwest,Monthly Essentials,60.2,No,False,USD 157.20,,
S-10488,Midwest,Monthly Essentials,39.1,Yes,0,USD 373.28,12.6,
S-12617,South,Monthly Plus,76.6,1,Yes,$659.67,2.3,bad support experience
S-12757,Northeast,Quarterly Bundle,98.0,True,0,"$2,065.64",7.1,
S-14480,Midwest,Quarterly Bundle,41.4,0,No,"$2,014.76",,
S-18177,Northeast,Monthly Plus,99.3,No,False,692.03,,
S-11125,Midwest,Monthly Essentials,72.8,1,False,$892.58,6.1,
S-17939,West,Monthly Plus,77.8,No,False,$268.03,,
S-13714,Northeast,Quarterly Bundle,52.3,0,No,808.96,,
S-13779,South,Monthly Essentials,35.9,False,No,501.97,,
S-11009,South,Monthly Plus,45.1,Yes,1,455.24,13.0,moving/relocating
S-10157,South,Quarterly Bundle,38.6,1,Yes,292.24,0.3,shipping issues
S-15732,South,Monthly Essentials,57.2,No,0,292.98,,
S-11753,South,Quarterly Bundle,63.9,True,0,"$2,760.78",11.5,
S-11678,Midwest,Monthly Essentials,64.1,True,False,626.68,9.3,
S-11530,South,Quarterly Bundle,58.9,1,0,1239.30,13.8,
S-14012,West,Monthly Plus,47.2,0,False,USD 60.38,,
S-17223,Midwest,Quarterly Bundle,99.8,False,No,"$1,373.62",,
S-17539,Northeast,Monthly Essentials,93.0,0,False,$381.37,,
S-10607,South,Monthly Essentials,53.2,True,No,455.77,6.3,
S-15867,West,Monthly Plus,59.6,False,No,$464.71,,
S-13881,Midwest,Monthly Essentials,39.5,False,0,$457.31,,
S-11793,South,Monthly Essentials,74.6,1,False,$978.62,2.6,
S-10872,Northeast,Quarterly Bundle,38.0,1,True,USD 306.73,6.4,too expensive
S-10192,Midwest,Monthly Plus,52.0,Yes,False,379.00,8.3,
S-13925,Midwest,Quarterly Bundle,54.2,False,No,3552.71,,
S-10551,Midwest,Monthly Essentials,37.1,1,0,829.86,0.4,
S-13485,South,Quarterly Bundle,38.6,0,No,USD 1709.04,,
S-18042,Northeast,Quarterly Bundle,93.1,0,False,"$3,112.28",,
S-16101,West,Quarterly Bundle,61.2,False,True,"$2,129.02",,moving/relocating
S-10733,South,Quarterly Bundle,49.0,True,False,USD 1457.99,8.2,
S-10640,Midwest,Quarterly Bundle,49.7,1,True,2041.67,9.3,
S-16726,South,Quarterly Bundle,93.7,0,No,"$1,677.33",,
S-15734,South,Monthly Essentials,56.3,False,True,$648.38,,
S-15722,South,Monthly Plus,64.7,0,False,USD 1519.71,,
S-10455,Midwest,Quarterly Bundle,49.0,Yes,No,1415.42,13.7,
S-12860,Midwest,Monthly Essentials,92.9,True,No,$451.43,6.5,
S-16187,Northeast,Monthly Essentials,69.4,No,False,$608.07,,
S-18319,South,Quarterly Bundle,88.3,False,False,2988.73,,
S-13263,West,Monthly Plus,37.8,No,Yes,766.95,,no longer needed
S-15612,Midwest,Monthly Plus,58.5,False,Yes,"$1,295.44",,bad support experience
S-16702,Midwest,Monthly Plus,85.0,0,False,USD 446.96,,
S-16207,Midwest,Monthly Essentials,67.2,No,No,297.85,,
S-16293,Northeast,Monthly Plus,56.7,False,No,$54.70,,
S-10581,West,Quarterly Bundle,42.0,True,True,1128.90,4.8,paused indefinitely
S-17712,Northeast,Monthly Plus,84.3,False,False,1024.58,,
S-11961,West,Quarterly Bundle,73.3,1,True,"$3,696.57",0.7,
S-15986,Northeast,Monthly Essentials,63.1,No,False,526.98,,
